year,month,zone_id,zone_name,rainfall_mm,temperature_c,water_quality_index,sanitation_index,cases,prev_month_cases
2020,6,7,Ambattur,2.61,36.12,71.86,75,66,81.0
2020,7,7,Ambattur,19.31,26.83,73.16,75,35,66.0
2020,8,7,Ambattur,23.72,26.67,75.79,75,19,35.0
2020,9,7,Ambattur,392.33,29.88,31.42,75,240,19.0
2020,10,7,Ambattur,161.76,26.76,55.08,75,177,240.0
2020,11,7,Ambattur,377.12,29.11,35.83,75,273,177.0
2020,12,7,Ambattur,149.96,29.93,63.21,75,159,273.0
2021,1,7,Ambattur,24.62,25.54,74.64,75,59,159.0
2021,2,7,Ambattur,42.51,26.31,79.52,75,13,59.0
2021,3,7,Ambattur,26.78,27.15,78.48,75,10,13.0
2021,4,7,Ambattur,22.69,37.78,58.83,75,98,10.0
2021,5,7,Ambattur,14.9,34.86,69.35,75,67,98.0
2021,6,7,Ambattur,13.57,35.0,68.9,75,78,67.0
2021,7,7,Ambattur,25.19,30.64,76.64,75,40,78.0
2021,8,7,Ambattur,27.58,30.73,79.97,75,15,40.0
2021,9,7,Ambattur,122.62,26.25,64.43,75,67,15.0
2021,10,7,Ambattur,329.23,26.24,37.44,75,184,67.0
2021,11,7,Ambattur,211.8,26.76,54.26,75,149,184.0
2021,12,7,Ambattur,185.56,28.96,60.5,75,144,149.0
2022,1,7,Ambattur,22.44,28.79,70.72,75,89,144.0
2022,2,7,Ambattur,20.15,29.19,76.98,75,38,89.0
2022,3,7,Ambattur,0.01,25.93,72.08,75,23,38.0
2022,4,7,Ambattur,12.98,37.39,65.51,75,61,23.0
2022,5,7,Ambattur,1.56,40.02,57.04,75,115,61.0
2022,6,7,Ambattur,20.06,40.04,54.03,75,174,115.0
2022,7,7,Ambattur,9.69,25.72,77.38,75,61,174.0
2022,8,7,Ambattur,33.48,31.77,71.76,75,40,61.0
2022,9,7,Ambattur,303.6,27.1,49.25,75,125,40.0
2022,10,7,Ambattur,250.09,29.47,54.19,75,105,125.0
2022,11,7,Ambattur,160.05,26.6,59.91,75,86,105.0
2022,12,7,Ambattur,128.84,27.12,66.45,75,71,86.0
2023,1,7,Ambattur,6.15,31.89,73.15,75,36,71.0
2023,2,7,Ambattur,2.7,27.66,75.5,75,20,36.0
2023,3,7,Ambattur,23.42,28.79,70.31,75,45,20.0
2023,4,7,Ambattur,10.39,40.81,60.27,75,188,45.0
2023,5,7,Ambattur,18.87,34.83,71.99,75,100,188.0
2023,6,7,Ambattur,17.32,34.46,68.26,75,107,100.0
2023,7,7,Ambattur,1.32,26.68,79.76,75,51,107.0
2023,8,7,Ambattur,40.63,25.06,72.33,75,43,51.0
2023,9,7,Ambattur,162.05,28.27,57.96,75,157,43.0
2023,10,7,Ambattur,261.23,25.11,48.32,75,318,157.0
2023,11,7,Ambattur,656.1,29.39,10.0,75,755,318.0
2023,12,7,Ambattur,588.47,27.87,20.43,75,823,755.0
2024,1,7,Ambattur,28.32,27.77,74.96,75,342,823.0
2024,2,7,Ambattur,30.78,24.1,76.95,75,134,342.0
2024,3,7,Ambattur,43.18,31.43,73.03,75,72,134.0
2024,4,7,Ambattur,24.39,34.27,73.41,75,32,72.0
2024,5,7,Ambattur,28.1,36.65,66.65,75,61,32.0
2024,6,7,Ambattur,0.17,37.01,64.07,75,66,61.0
2024,7,7,Ambattur,40.54,24.36,72.96,75,31,66.0
2024,8,7,Ambattur,49.92,30.02,78.64,75,7,31.0
2024,9,7,Ambattur,346.87,25.94,42.32,75,127,7.0
2024,10,7,Ambattur,148.09,27.72,60.51,75,91,127.0
2024,11,7,Ambattur,154.2,27.03,58.14,75,114,91.0
2024,12,7,Ambattur,323.38,25.24,39.85,75,196,114.0
2015,1,8,Anna Nagar,16.27,27.11,82.71,85,85,63.0
2015,2,8,Anna Nagar,25.94,29.62,83.64,85,29,85.0
2015,3,8,Anna Nagar,37.32,29.2,88.49,85,13,29.0
2015,4,8,Anna Nagar,23.86,35.9,77.15,85,4,13.0
2015,5,8,Anna Nagar,24.1,35.97,74.34,85,12,4.0
2015,6,8,Anna Nagar,3.53,38.54,73.6,85,19,12.0
2015,7,8,Anna Nagar,28.05,31.01,84.03,85,6,19.0
2015,8,8,Anna Nagar,5.36,27.58,85.33,85,7,6.0
2015,9,8,Anna Nagar,304.45,28.8,55.51,85,177,7.0
2015,10,8,Anna Nagar,154.48,29.54,70.39,85,109,177.0
2015,11,8,Anna Nagar,563.49,25.13,25.21,85,506,109.0
2015,12,8,Anna Nagar,590.42,28.32,30.33,85,622,506.0
2016,1,8,Anna Nagar,23.99,29.02,88.74,85,245,622.0
2016,2,8,Anna Nagar,29.62,30.6,83.48,85,103,245.0
2016,3,8,Anna Nagar,32.73,26.19,89.51,85,33,103.0
2016,4,8,Anna Nagar,3.14,38.46,73.43,85,24,33.0
2016,5,8,Anna Nagar,10.78,38.15,68.76,85,36,24.0
2016,6,8,Anna Nagar,19.74,41.0,60.49,85,106,36.0
2016,7,8,Anna Nagar,48.15,27.87,88.06,85,43,106.0
2016,8,8,Anna Nagar,34.5,25.61,85.36,85,11,43.0
2016,9,8,Anna Nagar,292.25,26.08,56.97,85,80,11.0
2016,10,8,Anna Nagar,255.52,25.75,61.82,85,85,80.0
2016,11,8,Anna Nagar,139.52,28.63,74.23,85,31,85.0
2016,12,8,Anna Nagar,166.18,27.99,70.74,85,32,31.0
2017,1,8,Anna Nagar,28.27,27.71,89.72,85,14,32.0
2017,2,8,Anna Nagar,9.21,31.15,86.54,85,6,14.0
2017,3,8,Anna Nagar,45.36,29.37,85.6,85,5,6.0
2017,4,8,Anna Nagar,22.31,37.54,74.98,85,4,5.0
2017,5,8,Anna Nagar,26.21,39.07,66.04,85,58,4.0
2017,6,8,Anna Nagar,29.52,36.02,82.06,85,22,58.0
2017,7,8,Anna Nagar,44.17,27.59,85.1,85,12,22.0
2017,8,8,Anna Nagar,7.14,30.2,82.71,85,10,12.0
2017,9,8,Anna Nagar,218.54,28.57,60.14,85,73,10.0
2017,10,8,Anna Nagar,375.25,26.45,47.18,85,155,73.0
2017,11,8,Anna Nagar,207.14,28.94,61.8,85,115,155.0
2017,12,8,Anna Nagar,197.59,28.56,68.41,85,63,115.0
2018,1,8,Anna Nagar,14.5,30.97,86.73,85,30,63.0
2018,2,8,Anna Nagar,43.3,31.57,81.06,85,9,30.0
2018,3,8,Anna Nagar,46.81,24.51,88.25,85,8,9.0
2018,4,8,Anna Nagar,28.8,38.31,72.28,85,16,8.0
2018,5,8,Anna Nagar,14.52,34.04,85.45,85,13,16.0
2018,6,8,Anna Nagar,9.76,40.31,71.69,85,19,13.0
2018,7,8,Anna Nagar,24.42,27.22,81.54,85,11,19.0
2018,8,8,Anna Nagar,33.36,30.22,88.62,85,8,11.0
2018,9,8,Anna Nagar,328.17,25.77,52.06,85,94,8.0
2018,10,8,Anna Nagar,178.31,26.72,70.51,85,70,94.0
2018,11,8,Anna Nagar,151.76,27.84,67.79,85,72,70.0
2018,12,8,Anna Nagar,225.75,25.84,66.22,85,66,72.0
2019,1,8,Anna Nagar,43.42,31.41,84.2,85,15,66.0
2019,2,8,Anna Nagar,33.56,26.17,80.81,85,13,15.0
2019,3,8,Anna Nagar,26.27,29.58,89.0,85,13,13.0
2019,4,8,Anna Nagar,25.5,35.37,75.32,85,18,13.0
2019,5,8,Anna Nagar,10.14,34.89,79.2,85,7,18.0
2019,6,8,Anna Nagar,1.79,38.23,74.56,85,10,7.0
2019,7,8,Anna Nagar,41.53,25.8,83.99,85,7,10.0
2019,8,8,Anna Nagar,13.44,25.59,82.47,85,8,7.0
2019,9,8,Anna Nagar,118.73,27.43,69.22,85,24,8.0
2019,10,8,Anna Nagar,210.74,26.79,62.37,85,65,24.0
2019,11,8,Anna Nagar,348.26,25.0,48.25,85,133,65.0
2019,12,8,Anna Nagar,394.38,26.91,48.31,85,164,133.0
2020,1,8,Anna Nagar,37.2,31.35,84.24,85,62,164.0
2020,2,8,Anna Nagar,21.52,25.32,87.07,85,25,62.0
2020,3,8,Anna Nagar,28.84,24.95,80.36,85,5,25.0
2020,4,8,Anna Nagar,1.03,37.12,77.86,85,14,5.0
2020,5,8,Anna Nagar,25.89,37.36,69.78,85,39,14.0
2020,6,8,Anna Nagar,17.13,40.37,61.64,85,88,39.0
2020,7,8,Anna Nagar,9.61,26.48,89.75,85,34,88.0
2020,8,8,Anna Nagar,31.59,28.15,80.51,85,10,34.0
2020,9,8,Anna Nagar,294.2,25.64,57.08,85,91,10.0
2020,10,8,Anna Nagar,357.58,29.81,50.53,85,145,91.0
2020,11,8,Anna Nagar,303.14,28.41,55.97,85,144,145.0
2020,12,8,Anna Nagar,116.99,25.6,74.11,85,76,144.0
2021,1,8,Anna Nagar,16.77,31.62,85.33,85,33,76.0
2021,2,8,Anna Nagar,26.88,28.61,86.45,85,5,33.0
2021,3,8,Anna Nagar,24.52,30.77,88.32,85,9,5.0
2021,4,8,Anna Nagar,19.12,39.61,68.13,85,44,9.0
2021,5,8,Anna Nagar,24.1,35.07,78.48,85,16,44.0
2021,6,8,Anna Nagar,26.04,40.17,65.58,85,53,16.0
2021,7,8,Anna Nagar,1.97,29.93,88.28,85,23,53.0
2021,8,8,Anna Nagar,45.33,25.53,86.15,85,9,23.0
2021,9,8,Anna Nagar,282.09,25.94,59.84,85,101,9.0
2021,10,8,Anna Nagar,159.9,26.86,69.03,85,75,101.0
2021,11,8,Anna Nagar,165.33,28.39,71.5,85,48,75.0
2021,12,8,Anna Nagar,133.85,29.35,72.98,85,23,48.0
2022,1,8,Anna Nagar,0.97,26.62,86.28,85,8,23.0
2022,2,8,Anna Nagar,4.68,27.42,81.29,85,17,8.0
2022,3,8,Anna Nagar,13.98,25.53,85.04,85,14,17.0
2022,4,8,Anna Nagar,2.57,34.64,85.14,85,12,14.0
2022,5,8,Anna Nagar,14.49,40.21,65.76,85,62,12.0
2022,6,8,Anna Nagar,27.43,35.86,81.9,85,22,62.0
2022,7,8,Anna Nagar,10.76,30.89,89.42,85,10,22.0
2022,8,8,Anna Nagar,22.33,26.03,88.25,85,10,10.0
2022,9,8,Anna Nagar,132.81,26.99,70.09,85,25,10.0
2022,10,8,Anna Nagar,262.69,25.74,61.19,85,69,25.0
2022,11,8,Anna Nagar,121.97,29.06,75.33,85,32,69.0
2022,12,8,Anna Nagar,142.34,25.0,73.87,85,11,32.0
2023,1,8,Anna Nagar,35.97,30.84,82.57,85,3,11.0
2023,2,8,Anna Nagar,41.13,25.68,83.94,85,8,3.0
2023,3,8,Anna Nagar,21.02,31.16,89.83,85,11,8.0
2023,4,8,Anna Nagar,21.15,37.16,70.62,85,58,11.0
2023,5,8,Anna Nagar,3.81,40.54,69.84,85,78,58.0
2023,6,8,Anna Nagar,11.32,38.65,68.43,85,94,78.0
2023,7,8,Anna Nagar,29.39,30.78,84.41,85,41,94.0
2023,8,8,Anna Nagar,38.18,27.58,87.9,85,18,41.0
2023,9,8,Anna Nagar,269.52,29.29,54.22,85,207,18.0
2023,10,8,Anna Nagar,290.55,29.55,51.13,85,300,207.0
2023,11,8,Anna Nagar,493.22,29.75,40.26,85,401,300.0
2023,12,8,Anna Nagar,505.05,27.52,36.94,85,503,401.0
2024,1,8,Anna Nagar,33.41,31.17,80.58,85,184,503.0
2024,2,8,Anna Nagar,32.45,26.8,89.17,85,62,184.0
2024,3,8,Anna Nagar,46.54,25.97,85.77,85,21,62.0
2024,4,8,Anna Nagar,14.55,36.14,77.33,85,9,21.0
2024,5,8,Anna Nagar,21.48,34.95,78.04,85,7,9.0
2024,6,8,Anna Nagar,21.06,39.05,72.17,85,11,7.0
2024,7,8,Anna Nagar,14.46,26.48,85.22,85,12,11.0
2024,8,8,Anna Nagar,43.82,25.61,80.78,85,12,12.0
2024,9,8,Anna Nagar,188.9,28.63,63.41,85,44,12.0
2024,10,8,Anna Nagar,287.13,25.95,55.98,85,101,44.0
2024,11,8,Anna Nagar,138.35,28.69,70.13,85,54,101.0
2024,12,8,Anna Nagar,236.6,28.49,60.22,85,71,54.0
2015,1,9,Teynampet,14.05,28.34,86.41,90,57,59.0
2015,2,9,Teynampet,15.04,26.28,85.37,90,24,57.0
2015,3,9,Teynampet,4.68,26.94,87.65,90,9,24.0
2015,4,9,Teynampet,28.88,39.85,74.83,90,9,9.0
2015,5,9,Teynampet,29.72,36.89,79.0,90,13,9.0
2015,6,9,Teynampet,26.06,35.57,88.22,90,11,13.0
2015,7,9,Teynampet,37.76,28.96,92.04,90,7,11.0
2015,8,9,Teynampet,18.86,24.16,88.22,90,7,7.0
2015,9,9,Teynampet,204.66,29.65,72.84,90,35,7.0
2015,10,9,Teynampet,384.19,25.77,52.44,90,217,35.0
2015,11,9,Teynampet,488.79,26.16,42.84,90,395,217.0
2015,12,9,Teynampet,504.91,27.98,35.02,90,517,395.0
2016,1,9,Teynampet,36.88,25.91,86.1,90,201,517.0
2016,2,9,Teynampet,13.35,31.03,92.97,90,85,201.0
2016,3,9,Teynampet,47.18,27.36,91.39,90,32,85.0
2016,4,9,Teynampet,10.18,39.7,69.04,90,54,32.0
2016,5,9,Teynampet,9.76,39.41,70.27,90,41,54.0
2016,6,9,Teynampet,17.01,39.17,78.36,90,15,41.0
2016,7,9,Teynampet,31.66,31.61,91.02,90,7,15.0
2016,8,9,Teynampet,37.81,26.78,91.65,90,7,7.0
2016,9,9,Teynampet,118.4,28.9,77.76,90,6,7.0
2016,10,9,Teynampet,112.5,25.42,80.91,90,4,6.0
2016,11,9,Teynampet,352.21,28.66,55.2,90,83,4.0
2016,12,9,Teynampet,290.85,28.93,57.1,90,102,83.0
2017,1,9,Teynampet,5.7,25.21,87.25,90,36,102.0
2017,2,9,Teynampet,30.76,24.67,93.82,90,18,36.0
2017,3,9,Teynampet,23.02,30.92,90.47,90,5,18.0
2017,4,9,Teynampet,10.86,37.31,74.69,90,6,5.0
2017,5,9,Teynampet,16.02,34.99,80.13,90,9,6.0
2017,6,9,Teynampet,10.21,37.79,74.57,90,10,9.0
2017,7,9,Teynampet,34.63,25.08,87.99,90,9,10.0
2017,8,9,Teynampet,6.69,29.04,85.54,90,12,9.0
2017,9,9,Teynampet,210.34,25.29,65.08,90,44,12.0
2017,10,9,Teynampet,118.66,25.74,73.21,90,26,44.0
2017,11,9,Teynampet,296.99,26.2,57.22,90,95,26.0
2017,12,9,Teynampet,370.58,29.03,57.79,90,113,95.0
2018,1,9,Teynampet,31.24,28.57,93.33,90,56,113.0
2018,2,9,Teynampet,35.06,29.44,89.08,90,19,56.0
2018,3,9,Teynampet,1.1,26.41,90.03,90,16,19.0
2018,4,9,Teynampet,16.23,38.88,77.33,90,6,16.0
2018,5,9,Teynampet,1.99,39.37,74.92,90,13,6.0
2018,6,9,Teynampet,2.02,34.66,90.83,90,8,13.0
2018,7,9,Teynampet,46.07,28.67,90.93,90,9,8.0
2018,8,9,Teynampet,42.01,31.92,93.9,90,9,9.0
2018,9,9,Teynampet,399.87,28.85,48.99,90,120,9.0
2018,10,9,Teynampet,211.75,29.64,64.44,90,75,120.0
2018,11,9,Teynampet,395.07,26.3,55.19,90,108,75.0
2018,12,9,Teynampet,250.73,28.66,69.51,90,58,108.0
2019,1,9,Teynampet,28.7,27.14,85.29,90,24,58.0
2019,2,9,Teynampet,28.89,30.93,87.89,90,10,24.0
2019,3,9,Teynampet,33.98,31.57,87.96,90,7,10.0
2019,4,9,Teynampet,14.35,38.1,77.67,90,5,7.0
2019,5,9,Teynampet,16.57,38.17,80.8,90,11,5.0
2019,6,9,Teynampet,20.0,34.56,85.52,90,6,11.0
2019,7,9,Teynampet,16.71,29.85,89.2,90,11,6.0
2019,8,9,Teynampet,29.4,27.41,91.15,90,5,11.0
2019,9,9,Teynampet,342.65,29.38,53.76,90,107,5.0
2019,10,9,Teynampet,363.97,27.53,53.68,90,127,107.0
2019,11,9,Teynampet,120.46,25.94,78.51,90,46,127.0
2019,12,9,Teynampet,157.6,25.73,78.62,90,20,46.0
2020,1,9,Teynampet,22.24,27.91,88.52,90,15,20.0
2020,2,9,Teynampet,9.82,25.69,85.41,90,8,15.0
2020,3,9,Teynampet,21.89,30.75,87.62,90,9,8.0
2020,4,9,Teynampet,16.15,40.39,70.4,90,41,9.0
2020,5,9,Teynampet,26.33,35.43,87.19,90,17,41.0
2020,6,9,Teynampet,28.82,37.76,73.24,90,15,17.0
2020,7,9,Teynampet,28.83,31.87,87.42,90,12,15.0
2020,8,9,Teynampet,15.51,25.45,90.04,90,8,12.0
2020,9,9,Teynampet,208.69,29.13,71.15,90,22,8.0
2020,10,9,Teynampet,343.86,27.89,56.8,90,108,22.0
2020,11,9,Teynampet,236.67,29.45,67.03,90,73,108.0
2020,12,9,Teynampet,352.88,27.23,56.8,90,127,73.0
2021,1,9,Teynampet,6.47,27.01,85.99,90,53,127.0
2021,2,9,Teynampet,0.7,28.53,94.32,90,23,53.0
2021,3,9,Teynampet,24.6,28.58,87.38,90,13,23.0
2021,4,9,Teynampet,26.28,39.48,70.48,90,34,13.0
2021,5,9,Teynampet,23.95,38.95,72.03,90,30,34.0
2021,6,9,Teynampet,9.35,39.48,73.23,90,23,30.0
2021,7,9,Teynampet,1.39,25.97,89.6,90,11,23.0
2021,8,9,Teynampet,17.36,26.12,91.86,90,17,11.0
2021,9,9,Teynampet,248.45,25.43,65.75,90,51,17.0
2021,10,9,Teynampet,221.91,27.43,68.22,90,60,51.0
2021,11,9,Teynampet,298.56,26.78,63.23,90,74,60.0
2021,12,9,Teynampet,186.18,28.68,70.92,90,46,74.0
2022,1,9,Teynampet,31.69,24.58,94.09,90,29,46.0
2022,2,9,Teynampet,15.86,30.13,89.98,90,9,29.0
2022,3,9,Teynampet,3.93,26.85,92.48,90,10,9.0
2022,4,9,Teynampet,10.7,38.15,80.49,90,15,10.0
2022,5,9,Teynampet,14.28,40.94,72.85,90,14,15.0
2022,6,9,Teynampet,1.52,34.31,88.94,90,9,14.0
2022,7,9,Teynampet,11.7,24.4,87.69,90,11,9.0
2022,8,9,Teynampet,15.24,25.45,85.86,90,12,11.0
2022,9,9,Teynampet,123.5,25.36,81.15,90,7,12.0
2022,10,9,Teynampet,374.99,28.53,54.22,90,86,7.0
2022,11,9,Teynampet,300.82,27.38,61.34,90,99,86.0
2022,12,9,Teynampet,374.38,26.04,54.21,90,106,99.0
2023,1,9,Teynampet,21.58,25.84,90.16,90,53,106.0
2023,2,9,Teynampet,7.52,28.03,93.02,90,20,53.0
2023,3,9,Teynampet,45.29,28.13,86.54,90,15,20.0
2023,4,9,Teynampet,26.11,34.97,81.35,90,9,15.0
2023,5,9,Teynampet,18.26,40.8,69.25,90,79,9.0
2023,6,9,Teynampet,9.16,35.1,81.48,90,36,79.0
2023,7,9,Teynampet,9.47,30.17,93.41,90,16,36.0
2023,8,9,Teynampet,7.82,27.5,88.97,90,12,16.0
2023,9,9,Teynampet,134.5,28.47,75.97,90,17,12.0
2023,10,9,Teynampet,262.4,26.62,60.12,90,158,17.0
2023,11,9,Teynampet,798.41,25.9,10.18,90,676,158.0
2023,12,9,Teynampet,722.39,26.45,19.4,90,765,676.0
2024,1,9,Teynampet,21.86,27.23,86.37,90,306,765.0
2024,2,9,Teynampet,0.22,31.4,86.13,90,105,306.0
2024,3,9,Teynampet,0.27,28.52,88.39,90,38,105.0
2024,4,9,Teynampet,3.44,40.98,69.31,90,43,38.0
2024,5,9,Teynampet,28.3,37.69,78.66,90,17,43.0
2024,6,9,Teynampet,28.8,38.75,76.33,90,17,17.0
2024,7,9,Teynampet,35.97,26.69,87.9,90,10,17.0
2024,8,9,Teynampet,41.51,27.35,86.94,90,8,10.0
2024,9,9,Teynampet,171.25,26.9,72.63,90,15,8.0
2024,10,9,Teynampet,218.65,26.61,69.24,90,40,15.0
2024,11,9,Teynampet,249.33,26.72,62.49,90,64,40.0
2024,12,9,Teynampet,273.99,29.74,58.29,90,93,64.0
2015,1,10,Kodambakkam,49.34,30.18,76.99,80,76,94.0
2015,2,10,Kodambakkam,2.57,26.23,84.08,80,26,76.0
2015,3,10,Kodambakkam,31.56,30.36,80.03,80,11,26.0
2015,4,10,Kodambakkam,4.69,35.75,73.61,80,22,11.0
2015,5,10,Kodambakkam,27.92,40.01,61.77,80,178,22.0
2015,6,10,Kodambakkam,13.64,38.39,67.36,80,178,178.0
2015,7,10,Kodambakkam,0.73,26.8,80.9,80,68,178.0
2015,8,10,Kodambakkam,5.99,31.12,80.94,80,30,68.0
2015,9,10,Kodambakkam,319.26,29.69,44.89,80,251,30.0
2015,10,10,Kodambakkam,105.43,29.36,73.78,80,113,251.0
2015,11,10,Kodambakkam,495.27,25.5,27.9,80,483,113.0
2015,12,10,Kodambakkam,708.36,25.53,10.0,80,797,483.0
2016,1,10,Kodambakkam,14.82,25.87,75.42,80,315,797.0
2016,2,10,Kodambakkam,43.36,29.67,83.37,80,133,315.0
2016,3,10,Kodambakkam,49.2,27.27,83.94,80,47,133.0
2016,4,10,Kodambakkam,24.52,37.17,71.02,80,39,47.0
2016,5,10,Kodambakkam,5.09,37.64,66.77,80,65,39.0
2016,6,10,Kodambakkam,20.03,39.65,65.99,80,82,65.0
2016,7,10,Kodambakkam,30.55,27.29,83.4,80,41,82.0
2016,8,10,Kodambakkam,7.62,31.94,84.27,80,17,41.0
2016,9,10,Kodambakkam,190.98,25.51,62.82,80,41,17.0
2016,10,10,Kodambakkam,103.63,29.78,72.01,80,26,41.0
2016,11,10,Kodambakkam,189.26,27.83,62.96,80,69,26.0
2016,12,10,Kodambakkam,215.15,27.86,59.36,80,80,69.0
2017,1,10,Kodambakkam,28.06,28.19,76.15,80,39,80.0
2017,2,10,Kodambakkam,48.36,27.34,84.84,80,18,39.0
2017,3,10,Kodambakkam,2.1,29.92,84.18,80,8,18.0
2017,4,10,Kodambakkam,29.15,36.32,71.52,80,15,8.0
2017,5,10,Kodambakkam,14.58,38.04,62.84,80,55,15.0
2017,6,10,Kodambakkam,22.86,39.84,62.32,80,82,55.0
2017,7,10,Kodambakkam,13.94,25.69,84.57,80,36,82.0
2017,8,10,Kodambakkam,0.01,28.09,75.47,80,12,36.0
2017,9,10,Kodambakkam,350.64,25.07,43.73,80,121,12.0
2017,10,10,Kodambakkam,140.28,29.79,66.27,80,75,121.0
2017,11,10,Kodambakkam,251.79,26.1,50.21,80,96,75.0
2017,12,10,Kodambakkam,277.19,28.31,48.07,80,145,96.0
2018,1,10,Kodambakkam,33.7,24.41,80.49,80,53,145.0
2018,2,10,Kodambakkam,47.88,27.19,83.4,80,16,53.0
2018,3,10,Kodambakkam,38.22,27.28,81.55,80,7,16.0
2018,4,10,Kodambakkam,12.36,40.09,63.58,80,65,7.0
2018,5,10,Kodambakkam,4.21,38.7,66.96,80,74,65.0
2018,6,10,Kodambakkam,24.2,40.01,67.46,80,63,74.0
2018,7,10,Kodambakkam,1.59,27.39,75.85,80,27,63.0
2018,8,10,Kodambakkam,24.47,29.93,79.93,80,11,27.0
2018,9,10,Kodambakkam,109.14,26.02,67.49,80,35,11.0
2018,10,10,Kodambakkam,278.56,25.75,56.82,80,86,35.0
2018,11,10,Kodambakkam,115.1,25.26,70.41,80,52,86.0
2018,12,10,Kodambakkam,380.29,29.58,43.33,80,153,52.0
2019,1,10,Kodambakkam,39.37,26.45,75.4,80,63,153.0
2019,2,10,Kodambakkam,20.56,27.42,78.3,80,26,63.0
2019,3,10,Kodambakkam,31.69,28.75,75.16,80,13,26.0
2019,4,10,Kodambakkam,3.16,38.1,67.7,80,40,13.0
2019,5,10,Kodambakkam,24.09,37.78,63.84,80,79,40.0
2019,6,10,Kodambakkam,6.07,36.71,66.24,80,76,79.0
2019,7,10,Kodambakkam,40.21,30.93,75.6,80,34,76.0
2019,8,10,Kodambakkam,8.59,28.14,77.14,80,11,34.0
2019,9,10,Kodambakkam,329.4,25.73,48.96,80,141,11.0
2019,10,10,Kodambakkam,298.94,27.98,49.26,80,166,141.0
2019,11,10,Kodambakkam,213.06,29.38,62.75,80,120,166.0
2019,12,10,Kodambakkam,120.71,26.67,66.07,80,91,120.0
2020,1,10,Kodambakkam,38.11,30.49,78.42,80,35,91.0
2020,2,10,Kodambakkam,42.9,29.34,79.35,80,22,35.0
2020,3,10,Kodambakkam,22.45,28.62,80.71,80,8,22.0
2020,4,10,Kodambakkam,28.06,39.26,68.76,80,47,8.0
2020,5,10,Kodambakkam,29.16,37.59,66.44,80,71,47.0
2020,6,10,Kodambakkam,20.79,39.13,69.62,80,58,71.0
2020,7,10,Kodambakkam,30.37,24.71,81.77,80,14,58.0
2020,8,10,Kodambakkam,23.2,25.07,84.28,80,14,14.0
2020,9,10,Kodambakkam,228.07,27.35,61.48,80,76,14.0
2020,10,10,Kodambakkam,350.34,25.28,47.44,80,183,76.0
2020,11,10,Kodambakkam,302.29,29.9,54.63,80,182,183.0
2020,12,10,Kodambakkam,208.36,28.19,54.87,80,167,182.0
2021,1,10,Kodambakkam,38.9,25.76,76.65,80,64,167.0
2021,2,10,Kodambakkam,0.66,28.34,79.6,80,26,64.0
2021,3,10,Kodambakkam,16.7,24.85,77.39,80,17,26.0
2021,4,10,Kodambakkam,18.75,40.62,61.74,80,93,17.0
2021,5,10,Kodambakkam,18.85,34.85,80.24,80,43,93.0
2021,6,10,Kodambakkam,11.47,37.1,68.51,80,52,43.0
2021,7,10,Kodambakkam,37.13,26.24,80.65,80,13,52.0
2021,8,10,Kodambakkam,40.57,24.44,80.38,80,13,13.0
2021,9,10,Kodambakkam,232.62,26.67,56.96,80,94,13.0
2021,10,10,Kodambakkam,342.35,28.46,46.32,80,182,94.0
2021,11,10,Kodambakkam,323.62,26.89,45.67,80,211,182.0
2021,12,10,Kodambakkam,250.94,26.58,57.2,80,182,211.0
2022,1,10,Kodambakkam,26.62,26.43,78.93,80,64,182.0
2022,2,10,Kodambakkam,43.36,29.38,75.47,80,27,64.0
2022,3,10,Kodambakkam,47.98,30.34,81.04,80,11,27.0
2022,4,10,Kodambakkam,6.04,40.71,61.85,80,72,11.0
2022,5,10,Kodambakkam,7.01,36.87,73.13,80,44,72.0
2022,6,10,Kodambakkam,5.71,38.69,60.78,80,103,44.0
2022,7,10,Kodambakkam,47.2,27.17,81.94,80,41,103.0
2022,8,10,Kodambakkam,34.5,27.12,79.16,80,16,41.0
2022,9,10,Kodambakkam,262.86,29.16,49.96,80,96,16.0
2022,10,10,Kodambakkam,136.05,27.67,68.15,80,65,96.0
2022,11,10,Kodambakkam,207.25,26.39,60.7,80,90,65.0
2022,12,10,Kodambakkam,149.18,28.68,63.09,80,84,90.0
2023,1,10,Kodambakkam,17.72,27.05,79.12,80,38,84.0
2023,2,10,Kodambakkam,42.44,29.65,79.9,80,16,38.0
2023,3,10,Kodambakkam,36.59,29.67,77.0,80,7,16.0
2023,4,10,Kodambakkam,7.03,37.36,69.61,80,66,7.0
2023,5,10,Kodambakkam,11.89,40.75,61.02,80,188,66.0
2023,6,10,Kodambakkam,16.73,36.66,70.92,80,122,188.0
2023,7,10,Kodambakkam,1.42,30.63,82.88,80,43,122.0
2023,8,10,Kodambakkam,19.41,25.37,77.27,80,18,43.0
2023,9,10,Kodambakkam,292.85,26.91,55.28,80,178,18.0
2023,10,10,Kodambakkam,363.43,27.93,45.4,80,355,178.0
2023,11,10,Kodambakkam,510.81,29.31,26.75,80,589,355.0
2023,12,10,Kodambakkam,610.17,28.46,22.82,80,705,589.0
2024,1,10,Kodambakkam,23.83,30.11,77.58,80,291,705.0
2024,2,10,Kodambakkam,18.68,25.71,80.85,80,115,291.0
2024,3,10,Kodambakkam,42.57,28.87,83.53,80,41,115.0
2024,4,10,Kodambakkam,10.92,39.83,62.46,80,90,41.0
2024,5,10,Kodambakkam,14.27,38.22,71.81,80,63,90.0
