year,month,zone_id,zone_name,rainfall_mm,temperature_c,humidity_percent,mosquito_index,cases,prev_month_cases
2025,9,12,Alandur,217.91,28.13,76.83,0.87,6268,2351.0
2025,10,12,Alandur,206.87,28.73,87.9,0.926,14921,6268.0
2025,11,12,Alandur,128.15,29.43,83.16,0.778,28624,14921.0
2025,12,12,Alandur,102.48,27.3,90.56,0.713,48915,28624.0
2021,1,13,Adyar,26.14,24.2,68.55,0.411,3997,0.0
2021,2,13,Adyar,8.72,27.09,73.82,0.455,2428,3997.0
2021,3,13,Adyar,43.87,29.58,74.82,0.579,2169,2428.0
2021,4,13,Adyar,8.68,36.93,57.97,0.311,2007,2169.0
2021,5,13,Adyar,15.83,32.73,65.79,0.44,2145,2007.0
2021,6,13,Adyar,16.28,33.3,63.69,0.421,2236,2145.0
2021,7,13,Adyar,9.85,37.07,56.58,0.305,1960,2236.0
2021,8,13,Adyar,11.42,39.89,57.12,0.253,1872,1960.0
2021,9,13,Adyar,189.71,26.96,92.54,0.889,4647,1872.0
2021,10,13,Adyar,128.31,29.19,94.7,0.819,8433,4647.0
2021,11,13,Adyar,124.86,28.61,79.86,0.741,13232,8433.0
2021,12,13,Adyar,188.92,26.49,89.38,0.865,22763,13232.0
2022,1,13,Adyar,31.29,28.93,77.72,0.552,8228,22763.0
2022,2,13,Adyar,32.76,24.7,71.02,0.444,3453,8228.0
2022,3,13,Adyar,1.23,26.59,60.44,0.376,2192,3453.0
2022,4,13,Adyar,12.36,36.48,64.05,0.351,2160,2192.0
2022,5,13,Adyar,12.63,33.05,64.66,0.423,2313,2160.0
2022,6,13,Adyar,19.4,37.38,51.88,0.299,2082,2313.0
2022,7,13,Adyar,18.69,32.81,57.03,0.409,2227,2082.0
2022,8,13,Adyar,1.39,32.54,60.38,0.393,2295,2227.0
2022,9,13,Adyar,315.5,27.44,93.46,0.923,6106,2295.0
2022,10,13,Adyar,193.97,27.3,82.89,0.865,13053,6106.0
2022,11,13,Adyar,160.17,25.99,77.43,0.75,22931,13053.0
2022,12,13,Adyar,247.05,28.21,84.62,0.903,45971,22931.0
2023,1,13,Adyar,13.6,27.6,75.19,0.48,13552,45971.0
2023,2,13,Adyar,45.46,27.98,70.77,0.534,5303,13552.0
2023,3,13,Adyar,32.56,26.82,72.42,0.491,2963,5303.0
2023,4,13,Adyar,3.71,33.92,51.58,0.335,2397,2963.0
2023,5,13,Adyar,19.86,34.2,52.63,0.366,2237,2397.0
2023,6,13,Adyar,2.85,34.77,67.8,0.382,2175,2237.0
2023,7,13,Adyar,2.61,33.0,65.81,0.408,2305,2175.0
2023,8,13,Adyar,18.95,39.64,51.45,0.251,1994,2305.0
2023,9,13,Adyar,258.18,25.02,89.08,0.857,5116,1994.0
2023,10,13,Adyar,166.4,26.47,75.35,0.764,10047,5116.0
2023,11,13,Adyar,340.16,29.76,78.94,0.911,21234,10047.0
2023,12,13,Adyar,219.08,26.02,84.95,0.86,41164,21234.0
2024,1,13,Adyar,34.86,27.69,74.29,0.521,13291,41164.0
2024,2,13,Adyar,33.57,25.59,72.65,0.47,4852,13291.0
2024,3,13,Adyar,12.1,24.73,74.28,0.416,2534,4852.0
2024,4,13,Adyar,7.14,38.63,57.08,0.27,2124,2534.0
2024,5,13,Adyar,10.16,32.14,58.39,0.411,2289,2124.0
2024,6,13,Adyar,18.16,36.78,65.17,0.361,2227,2289.0
2024,7,13,Adyar,11.32,37.23,56.26,0.303,2036,2227.0
2024,8,13,Adyar,13.18,38.9,54.22,0.265,2019,2036.0
2024,9,13,Adyar,234.51,29.95,91.8,0.966,5821,2019.0
2024,10,13,Adyar,306.89,25.15,78.41,0.817,11682,5821.0
2024,11,13,Adyar,248.8,29.84,78.01,0.909,24454,11682.0
2024,12,13,Adyar,112.59,28.46,76.06,0.699,38454,24454.0
2025,1,13,Adyar,44.31,31.33,78.69,0.577,13497,38454.0
2025,2,13,Adyar,39.37,24.32,66.13,0.43,4635,13497.0
2025,3,13,Adyar,20.56,26.64,68.55,0.448,2619,4635.0
2025,4,13,Adyar,13.53,39.57,63.59,0.29,2117,2619.0
2025,5,13,Adyar,2.11,36.35,61.71,0.324,2044,2117.0
2025,6,13,Adyar,11.54,38.42,56.91,0.282,1993,2044.0
2025,7,13,Adyar,15.27,33.81,60.47,0.396,2194,1993.0
2025,8,13,Adyar,15.65,33.93,69.85,0.432,2372,2194.0
2025,9,13,Adyar,230.34,25.98,92.93,0.891,6068,2372.0
2025,10,13,Adyar,167.29,28.92,78.97,0.829,12518,6068.0
2025,11,13,Adyar,167.64,29.71,79.98,0.849,24336,12518.0
2025,12,13,Adyar,348.03,25.49,92.15,0.878,47739,24336.0
2021,1,14,Perungudi,31.82,28.07,66.29,0.49,2480,0.0
2021,2,14,Perungudi,17.05,31.4,62.27,0.455,1881,2480.0
2021,3,14,Perungudi,14.68,30.48,76.19,0.524,1835,1881.0
2021,4,14,Perungudi,7.49,36.03,62.52,0.345,1840,1835.0
2021,5,14,Perungudi,10.99,39.1,58.83,0.275,1711,1840.0
2021,6,14,Perungudi,19.0,36.91,64.51,0.358,1769,1711.0
2021,7,14,Perungudi,2.58,33.22,52.56,0.351,1731,1769.0
2021,8,14,Perungudi,2.04,33.97,53.06,0.337,1718,1731.0
2021,9,14,Perungudi,194.24,26.51,84.25,0.856,3270,1718.0
2021,10,14,Perungudi,317.47,27.96,85.38,0.901,4950,3270.0
2021,11,14,Perungudi,199.3,26.02,88.36,0.873,6545,4950.0
2021,12,14,Perungudi,265.92,28.66,93.74,0.948,8741,6545.0
2022,1,14,Perungudi,43.5,31.0,60.43,0.509,3030,8741.0
2022,2,14,Perungudi,12.99,27.97,74.47,0.483,1919,3030.0
2022,3,14,Perungudi,34.16,26.19,68.92,0.468,1794,1919.0
2022,4,14,Perungudi,7.01,32.63,50.66,0.364,1838,1794.0
2022,5,14,Perungudi,3.59,39.77,54.75,0.231,1681,1838.0
2022,6,14,Perungudi,3.54,38.7,63.85,0.288,1847,1681.0
2022,7,14,Perungudi,5.7,38.42,56.15,0.267,1767,1847.0
2022,8,14,Perungudi,10.8,37.21,67.6,0.348,1833,1767.0
2022,9,14,Perungudi,143.71,26.99,85.05,0.767,3363,1833.0
2022,10,14,Perungudi,338.83,26.58,90.74,0.894,5686,3363.0
2022,11,14,Perungudi,171.48,29.31,91.32,0.894,8621,5686.0
2022,12,14,Perungudi,240.37,28.02,86.21,0.905,12326,8621.0
2023,1,14,Perungudi,24.38,24.5,60.67,0.381,3201,12326.0
2023,2,14,Perungudi,41.11,30.2,67.61,0.549,2224,3201.0
2023,3,14,Perungudi,48.96,25.01,72.68,0.489,1887,2224.0
2023,4,14,Perungudi,11.66,38.85,69.91,0.326,1832,1887.0
2023,5,14,Perungudi,8.22,37.71,68.15,0.335,1842,1832.0
2023,6,14,Perungudi,12.92,34.72,62.74,0.382,1799,1842.0
2023,7,14,Perungudi,17.54,33.19,68.88,0.447,1929,1799.0
2023,8,14,Perungudi,1.54,38.36,60.01,0.276,1810,1929.0
2023,9,14,Perungudi,266.6,28.81,94.32,0.953,4016,1810.0
2023,10,14,Perungudi,187.02,25.01,82.43,0.804,5904,4016.0
2023,11,14,Perungudi,248.39,28.11,76.46,0.868,8654,5904.0
2023,12,14,Perungudi,182.89,26.04,92.1,0.855,11509,8654.0
2024,1,14,Perungudi,36.45,26.19,77.23,0.506,3554,11509.0
2024,2,14,Perungudi,5.07,26.21,65.56,0.397,1967,3554.0
2024,3,14,Perungudi,36.94,25.99,60.27,0.435,1747,1967.0
2024,4,14,Perungudi,18.28,34.61,69.06,0.42,1876,1747.0
2024,5,14,Perungudi,9.49,37.03,61.21,0.323,1848,1876.0
2024,6,14,Perungudi,11.58,33.25,62.65,0.409,1903,1848.0
2024,7,14,Perungudi,15.29,38.1,62.47,0.319,1839,1903.0
2024,8,14,Perungudi,14.75,38.42,55.73,0.284,1841,1839.0
2024,9,14,Perungudi,148.79,28.71,84.79,0.811,3547,1841.0
2024,10,14,Perungudi,227.65,29.55,87.3,0.94,6090,3547.0
2024,11,14,Perungudi,161.66,28.31,84.42,0.827,8506,6090.0
2024,12,14,Perungudi,253.49,27.89,80.06,0.878,11743,8506.0
2025,1,14,Perungudi,20.16,28.25,75.05,0.506,3560,11743.0
2025,2,14,Perungudi,48.69,26.2,70.88,0.505,2136,3560.0
2025,3,14,Perungudi,10.08,29.51,78.69,0.525,1920,2136.0
2025,4,14,Perungudi,5.44,37.29,54.36,0.282,1804,1920.0
2025,5,14,Perungudi,16.4,35.99,50.83,0.316,1827,1804.0
2025,6,14,Perungudi,11.32,35.17,68.16,0.392,1857,1827.0
2025,7,14,Perungudi,8.84,33.48,53.27,0.361,1818,1857.0
2025,8,14,Perungudi,4.49,35.28,57.99,0.335,1865,1818.0
2025,9,14,Perungudi,249.24,27.15,91.2,0.908,3863,1865.0
2025,10,14,Perungudi,287.82,29.23,92.94,0.956,6537,3863.0
2025,11,14,Perungudi,198.28,25.05,77.79,0.809,8765,6537.0
2025,12,14,Perungudi,101.75,26.17,83.07,0.659,9529,8765.0
2021,1,15,Shollinganallur,20.52,25.83,75.11,0.458,2115,0.0
2021,2,15,Shollinganallur,33.0,28.44,76.34,0.54,1821,2115.0
2021,3,15,Shollinganallur,25.57,30.39,70.03,0.524,1782,1821.0
2021,4,15,Shollinganallur,3.26,37.14,51.41,0.269,1794,1782.0
2021,5,15,Shollinganallur,2.86,36.95,65.23,0.328,1697,1794.0
2021,6,15,Shollinganallur,17.32,32.21,50.9,0.394,1782,1697.0
2021,7,15,Shollinganallur,3.64,39.17,56.91,0.251,1693,1782.0
2021,8,15,Shollinganallur,5.7,39.17,53.47,0.242,1607,1693.0
2021,9,15,Shollinganallur,158.05,26.92,92.99,0.826,3022,1607.0
2021,10,15,Shollinganallur,183.8,25.02,91.06,0.832,4347,3022.0
2021,11,15,Shollinganallur,103.25,26.04,76.71,0.634,4672,4347.0
2021,12,15,Shollinganallur,165.57,25.26,86.9,0.784,5696,4672.0
2022,1,15,Shollinganallur,39.94,26.81,79.96,0.536,2555,5696.0
2022,2,15,Shollinganallur,34.16,30.81,61.52,0.498,1916,2555.0
2022,3,15,Shollinganallur,39.74,25.77,73.87,0.49,1733,1916.0
2022,4,15,Shollinganallur,11.35,38.4,63.79,0.31,1738,1733.0
2022,5,15,Shollinganallur,9.85,38.97,54.94,0.26,1726,1738.0
2022,6,15,Shollinganallur,9.94,38.95,62.36,0.29,1767,1726.0
2022,7,15,Shollinganallur,12.21,34.18,64.32,0.398,1857,1767.0
2022,8,15,Shollinganallur,6.66,39.95,63.39,0.268,1777,1857.0
2022,9,15,Shollinganallur,117.04,25.68,75.52,0.65,3009,1777.0
2022,10,15,Shollinganallur,163.67,25.19,91.82,0.798,4820,3009.0
2022,11,15,Shollinganallur,163.06,27.3,90.1,0.833,6972,4820.0
2022,12,15,Shollinganallur,167.46,27.49,91.5,0.851,9282,6972.0
2023,1,15,Shollinganallur,26.62,26.78,68.22,0.462,3010,9282.0
2023,2,15,Shollinganallur,26.17,30.34,65.74,0.508,2013,3010.0
2023,3,15,Shollinganallur,34.32,25.4,61.39,0.422,1826,2013.0
2023,4,15,Shollinganallur,16.63,32.92,61.98,0.423,1836,1826.0
2023,5,15,Shollinganallur,16.48,38.57,69.1,0.338,1727,1836.0
2023,6,15,Shollinganallur,6.22,36.85,63.54,0.33,1779,1727.0
2023,7,15,Shollinganallur,9.67,36.71,67.27,0.354,1813,1779.0
2023,8,15,Shollinganallur,1.46,34.36,58.06,0.348,1793,1813.0
2023,9,15,Shollinganallur,174.51,28.91,77.11,0.836,3526,1793.0
2023,10,15,Shollinganallur,343.55,25.12,91.94,0.87,5721,3526.0
2023,11,15,Shollinganallur,335.93,27.61,94.2,0.929,8521,5721.0
2023,12,15,Shollinganallur,335.2,27.05,85.14,0.881,11681,8521.0
2024,1,15,Shollinganallur,17.27,31.83,66.71,0.465,3379,11681.0
2024,2,15,Shollinganallur,3.38,25.43,70.37,0.397,2080,3379.0
2024,3,15,Shollinganallur,12.38,27.67,61.25,0.423,1814,2080.0
2024,4,15,Shollinganallur,18.82,32.82,67.53,0.451,1915,1814.0
2024,5,15,Shollinganallur,0.2,36.29,64.47,0.333,1879,1915.0
2024,6,15,Shollinganallur,5.42,34.51,54.05,0.337,1795,1879.0
2024,7,15,Shollinganallur,12.49,36.7,67.29,0.36,1846,1795.0
2024,8,15,Shollinganallur,19.47,38.78,59.3,0.301,1703,1846.0
2024,9,15,Shollinganallur,309.56,29.3,82.23,0.915,3562,1703.0
2024,10,15,Shollinganallur,112.56,27.76,75.7,0.683,4738,3562.0
2024,11,15,Shollinganallur,244.47,29.09,93.09,0.954,7616,4738.0
2024,12,15,Shollinganallur,305.17,26.75,84.55,0.873,10362,7616.0
2025,1,15,Shollinganallur,36.57,25.17,76.49,0.483,3220,10362.0
2025,2,15,Shollinganallur,45.21,28.4,67.49,0.528,1956,3220.0
2025,3,15,Shollinganallur,38.98,30.55,60.32,0.508,1783,1956.0
2025,4,15,Shollinganallur,0.32,34.59,64.58,0.367,1860,1783.0
2025,5,15,Shollinganallur,6.16,39.18,62.27,0.278,1807,1860.0
2025,6,15,Shollinganallur,3.03,36.77,58.66,0.305,1712,1807.0
2025,7,15,Shollinganallur,1.02,36.09,57.96,0.312,1773,1712.0
2025,8,15,Shollinganallur,14.62,36.63,58.4,0.33,1849,1773.0
2025,9,15,Shollinganallur,243.03,26.34,78.62,0.841,3510,1849.0
2025,10,15,Shollinganallur,115.61,25.55,84.72,0.681,4629,3510.0
2025,11,15,Shollinganallur,192.28,26.72,82.14,0.848,6733,4629.0
2025,12,15,Shollinganallur,306.88,26.54,75.01,0.831,8885,6733.0
